DocEntry,DocNum,CardCode,NumAtCard,DocDate,DocDueDate,DocStatus,Cancelled,Comments,SlpCode,CreateDate,UpdateDate
1769,1769,C00233,ARCO-2025-00268,2022-05-30,2022-08-10,C,N,,5,2022-05-30,2022-06-19
1770,1770,C00260,ARCO-2024-00046,2023-11-04,2024-01-02,C,N,Reposição,22,2023-11-04,2023-11-17
1771,1771,C00127,ARCO-2022-00105,2025-01-16,2025-04-14,C,N,Pedido complementar,16,2025-01-16,2025-02-02
1772,1772,C00224,ARCO-2025-00035,2024-12-29,2025-01-31,C,N,Urgente,8,2024-12-29,2025-01-26
1773,1773,C00024,ARCO-2023-00308,2025-04-09,2025-05-08,C,N,Urgente,11,2025-04-09,2025-05-08
1774,1774,C00157,ARCO-2025-00216,2022-12-11,2023-03-11,O,N,Pedido complementar,7,2022-12-11,2023-01-09
1775,1775,C00146,ARCO-2023-00269,2022-08-28,2022-11-13,C,N,Urgente,5,2022-08-28,2022-09-12
1776,1776,C00025,ARCO-2025-00003 ,2022-06-07,2022-06-29,C,N,Pedido complementar,4,2022-06-07,2022-06-30
1777,1777,C00066,,2023-01-20,2023-04-14,C,N,,18,2023-01-20,2023-01-23
1778,1778,C00188,ARCO - 2025 - 00293,2023-12-22,2024-02-23,O,N,Pedido complementar,18,2023-12-22,2023-12-30
1779,1779,C00214,ARCO-2023-00078 ,2023-11-21,2024-01-29,C,N,,9,2023-11-21,2023-12-10
1780,1780,C00109,,2023-12-24,2024-01-12,C,N,,24,2023-12-24,2024-01-16
1781,1781,C00068,ARCO-2025-00166,2025-01-07,2025-02-02,C,Y,,6,2025-01-07,2025-01-27
1782,1782,C00257,ARCO-2023-00305,2023-08-05,2023-08-28,C,N,,11,2023-08-05,2023-08-09
1783,1783,C00145,ARCO-2023-00098,2023-12-11,2024-01-01,C,N,,19,2023-12-11,2024-01-04
1784,1784,C00109,ARCO-2023-00127,2024-11-21,2024-12-12,C,N,Reposição,24,2024-11-21,2024-12-10
1785,1785,C00239,ARCO-2022-00136,2023-09-12,2023-10-22,C,Y,Reposição,9,2023-09-12,2023-09-12
1786,1786,C00240,ARCO-2025-00343,2023-04-28,2023-06-24,O,N,,1,2023-04-28,2023-05-22
1787,1787,C00254,ARCO-2022-00330,2024-06-12,2024-08-11,C,N,Urgente,7,2024-06-12,2024-06-14
1788,1788,C00225,ARCO-2024-00183,2023-04-07,2023-06-04,C,N,,13,2023-04-07,2023-04-16
1789,1789,C00240,,2023-01-04,2023-03-09,C,N,,1,2023-01-04,2023-02-01
1790,1790,C00127,ARCO-2022-00296,2022-09-19,2022-11-07,O,N,,16,2022-09-19,2022-10-15
1791,1791,C00072,,2023-12-10,2024-01-01,O,N,,6,2023-12-10,2024-01-05
1792,1792,C00114,arco-2025-00292,2024-08-25,2024-11-17,C,N,,15,2024-08-25,2024-09-10
1793,1793,C00093,,2024-07-03,2024-09-16,O,N,Reposição,8,2024-07-03,2024-07-05
1794,1794,C00068,ARCO-2022-00310,2023-03-29,2023-06-09,O,N,,6,2023-03-29,2023-04-02
1795,1795,C00227,ARCO-2022-00125,2024-01-13,2024-03-08,C,N,,9,2024-01-13,2024-02-12
1796,1796,C00148,,2022-06-22,2022-07-18,C,N,,14,2022-06-22,2022-06-27
1797,1797,C00018,,2025-12-17,2026-02-20,C,N,,11,2025-12-17,2025-12-17
1798,1798,C00142,,2023-01-24,2023-03-30,C,N,Urgente,19,2023-01-24,2023-02-01
1799,1799,C00149,ARCO-2023-00083,2025-02-27,2025-05-06,C,N,,2,2025-02-27,2025-03-04
1800,1800,C00004,ARCO-2024-00238,2022-12-05,2023-02-14,C,N,,11,2022-12-05,2022-12-15
