id_nf,numero_nf,serie_nf,id_pedido_erp_b,cnpj_cliente,nome_cliente,dt_emissao,valor_total,valor_impostos,cnpj_transportadora,nome_transportadora,codigo_rastreio,dt_prevista_entrega,dt_entrega_real,status_entrega,qtd_entregue,dt_criacao
946,NF-000946,1,790,58957829114678,Lopes Escola,2025-07-10,21459.57,3218.64,55481244322208,Correios,QJIXN2387S9U0,2025-07-27,,em_transito,176,2025-07-11 00:00:00
947,NF-000947,1,847,52312432921277,Pacheco Colégio,2024-07-25,36139.5,2309.04,52000633388700,Sequoia Log,BIR7PIZLD1KA2,2024-08-03,,em_transito,14,2024-07-26 00:00:00
948,NF-000948,3,209,59.774.688/6239-24,Freitas da Paz S.A.,2023-09-01,3331.88,2563.53,50842145100973,Total Express,40R1S8DEFC5ED,2023-09-13,,devolvido,42,2023-09-02 00:00:00
949,NF-000949,2,1190,29991191485646,Guerra Centro Educacional,2022-10-21,17603.55,4225.94,52000633388700,Sequoia Log,ZX263LYAUUQME,2022-11-09,,extraviado,48,2022-10-22 00:00:00
950,NF-000950,2,141,51.823.374/9894-13,Montenegro Centro Educacional,2025-05-09,6814.77,4452.14,50842145100973,Total Express,IVRPJ9SG52NB6,2025-05-23,,extraviado,210,2025-05-09 00:00:00
951,NF-000951,2,963,43.303.654/1458-68,Rodrigues Colégio,2024-11-09,27740.34,1024.72,50842145100973,Total Express,FH83N2BINSC7K,2024-11-27,,devolvido,331,2024-11-09 00:00:00
952,NF-000952,1,818,69.901.627/2046-53,Vieira Colégio,2024-02-16,24813.66,1885.25,50842145100973,Total Express,FPWK4HQOMK1GN,2024-02-23,2024-03-05,entregue,71,2024-02-16 00:00:00
953,NF-000953,1,303,88.568.557/4443-13,Montenegro Instituto,2024-04-07,13647.27,2598.88,55481244322208,Correios,12XU386KOQ8GA,2024-04-22,,devolvido,20,2024-04-08 00:00:00
954,NF-000954,2,301,03.397.401/4890-25,Sampaio Centro Educacional,2025-10-29,38950.68,3562.98,55481244322208,Correios,J6T9E66TVUZHT,2025-11-06,,devolvido,160,2025-10-29 00:00:00
955,NF-000955,3,915,09.010.016/7618-47,Azevedo - ME,2025-07-12,16231.87,3649.06,55481244322208,Correios,7FUOXZVGDLD5K,2025-07-23,,aguardando_coleta,99,2025-07-12 00:00:00
956,NF-000956,1,873,97643815614978,Souza Colégio,2022-03-29,27911.0,3365.21,55481244322208,Correios,DR363TX5VBZM2,2022-04-13,,em_transito,82,2022-03-29 00:00:00
957,NF-000957,2,322,66.870.021/7659-18,Câmara,2022-11-22,33431.67,729.36,55481244322208,Correios,P70Z1KMO7AFWD,2022-11-30,,extraviado,10,2022-11-23 00:00:00
958,NF-000958,1,962,99.229.959/0010-94,Pinto Centro Educacional,2023-09-28,7356.33,67.48,77546296934721,Jadlog,ISRXYEG3LT5S8,2023-10-18,,devolvido,44,2023-09-28 00:00:00
959,NF-000959,2,1104,80940244550229,Sampaio Escola,2023-02-02,41749.45,716.95,50842145100973,Total Express,CPFA0QEPROASL,2023-02-07,,extraviado,173,2023-02-03 00:00:00
960,NF-000960,1,268,80.940.244/5502-29,Sampaio Escola,2025-10-20,46904.49,3066.11,52000633388700,Sequoia Log,I1LEGI5MLWDHT,2025-10-29,,extraviado,2,2025-10-21 00:00:00
961,NF-000961,3,179,62462873342708,Macedo Escola,2023-06-13,29297.84,4352.76,55481244322208,Correios,RZQTN1OKM8V3G,2023-06-20,,extraviado,209,2023-06-14 00:00:00
962,NF-000962,2,1156,01.938.026/2067-24,da Cunha Aparecida e Filhos,2023-02-12,4500.82,4204.09,50842145100973,Total Express,YCSYJOZJJBO3N,2023-02-19,2023-02-19,entregue,162,2023-02-13 00:00:00
963,NF-000963,3,107,93.784.270/1039-30,Pimenta,2024-06-08,5758.26,4492.46,52000633388700,Sequoia Log,AL8C7PBMKGQEN,2024-06-24,,devolvido,150,2024-06-09 00:00:00
964,NF-000964,1,1160,71.094.777/5204-71,Cassiano Escola,2023-06-21,31527.66,1080.56,50842145100973,Total Express,J4IOHPL1XM502,2023-07-05,,extraviado,68,2023-06-21 00:00:00
