id,subject,description,status,priority,type,requester_id,submitter_id,assignee_id,organization_id,tags,custom_field_order_ref,custom_field_cnpj,satisfaction_score,satisfaction_comment,created_at,updated_at,solved_at,due_at
1318,Falta de material,Descrição do problema: falta de material. Escola solicita resolução.,solved,high,task,227,227,440,256,login contrato,,1662218661,,,2025-03-11 00:00:00,2025-03-21 00:00:00,2025-03-13 00:00:00,2025-03-17 00:00:00
1319,Suporte técnico - plataforma,Descrição do problema: suporte técnico - plataforma. Escola solicita resolução.,pending,high,incident,228,228,405,241,senha suporte_técnico financeiro pagamento,882,7373912752,,,2023-03-02 00:00:00,2023-03-31 00:00:00,,2023-03-07 00:00:00
1320,Nota fiscal com erro,Descrição do problema: nota fiscal com erro. Escola solicita resolução.,solved,high,incident,162,162,390,70,acesso pagamento plataforma urgente,100,,good,,2025-09-28 00:00:00,2025-10-18 00:00:00,2025-10-07 00:00:00,2025-10-04 00:00:00
1321,Cancelamento de pedido,Descrição do problema: cancelamento de pedido. Escola solicita resolução.,new,normal,task,141,141,389,,material_danificado urgente,555,0926713970,,,2023-07-15 00:00:00,2023-08-11 00:00:00,,2023-07-23 00:00:00
1322,Material danificado,Descrição do problema: material danificado. Escola solicita resolução.,pending,high,incident,170,170,420,90,acesso digital cancelamento login,,,,,2022-04-24 00:00:00,2022-05-14 00:00:00,,2022-04-28 00:00:00
1323,Suporte técnico - plataforma,Descrição do problema: suporte técnico - plataforma. Escola solicita resolução.,closed,high,problem,277,277,451,1,falta_material,,4631111892,good,,2023-11-20 00:00:00,2023-11-27 00:00:00,2023-11-20 00:00:00,2023-11-22 00:00:00
1324,Senha não funciona,Descrição do problema: senha não funciona. Escola solicita resolução.,solved,normal,problem,363,363,460,146,acesso falta_material,,99.425.497/3405-59,good,,2025-11-28 00:00:00,2025-11-28 00:00:00,2025-12-12 00:00:00,2025-12-05 00:00:00
1325,Pagamento duplicado,Descrição do problema: pagamento duplicado. Escola solicita resolução.,pending,low,question,296,296,470,,financeiro,,,,,2022-01-10 00:00:00,2022-01-12 00:00:00,,2022-01-13 00:00:00
1326,Pagamento duplicado,Descrição do problema: pagamento duplicado. Escola solicita resolução.,pending,low,task,337,337,402,217,cancelamento suporte_técnico entrega,,,,,2025-07-23 00:00:00,2025-08-19 00:00:00,,2025-07-29 00:00:00
1327,Senha não funciona,Descrição do problema: senha não funciona. Escola solicita resolução.,pending,normal,question,2,2,470,270,troca suporte_técnico,,,,,2024-09-15 00:00:00,2024-09-14 00:00:00,,2024-09-20 00:00:00
1328,Material não recebido,Descrição do problema: material não recebido. Escola solicita resolução.,closed,urgent,incident,337,337,430,217,acesso urgente senha,1197,,,,2022-10-14 00:00:00,2022-10-31 00:00:00,2022-10-20 00:00:00,2022-10-17 00:00:00
1329,Senha não funciona,Descrição do problema: senha não funciona. Escola solicita resolução.,pending,low,question,374,374,431,276,devolução,191,,,,2023-05-22 00:00:00,2023-06-20 00:00:00,,2023-05-24 00:00:00
1330,Falta de material,Descrição do problema: falta de material. Escola solicita resolução.,solved,urgent,problem,364,364,465,80,cancelamento,,,,,2024-03-24 00:00:00,2024-04-10 00:00:00,2024-03-28 00:00:00,2024-03-27 00:00:00
1331,Atraso na entrega,Descrição do problema: atraso na entrega. Escola solicita resolução.,new,normal,question,371,371,437,98,cancelamento,588,,,,2024-09-24 00:00:00,2024-09-24 00:00:00,,2024-09-25 00:00:00
1332,Cancelamento de pedido,Descrição do problema: cancelamento de pedido. Escola solicita resolução.,solved,normal,task,206,206,458,78,plataforma,,,bad,Atendimento ruim,2022-09-05 00:00:00,2022-10-02 00:00:00,2022-09-05 00:00:00,2022-09-08 00:00:00
1333,Acesso à plataforma digital,Descrição do problema: acesso à plataforma digital. Escola solicita resolução.,solved,high,task,88,88,461,193,atraso,,73.310.158/3391-03,bad,Demorou muito,2025-03-19 00:00:00,2025-04-07 00:00:00,2025-03-28 00:00:00,2025-03-23 00:00:00
1334,Boleto não recebido,Descrição do problema: boleto não recebido. Escola solicita resolução.,new,urgent,incident,37,37,393,56,atraso,,,,,2023-07-10 00:00:00,2023-07-10 00:00:00,,2023-07-13 00:00:00
1335,Boleto não recebido,Descrição do problema: boleto não recebido. Escola solicita resolução.,pending,urgent,problem,232,232,448,292,login,168,,,,2022-10-25 00:00:00,2022-10-31 00:00:00,,2022-10-27 00:00:00
1336,Pagamento duplicado,Descrição do problema: pagamento duplicado. Escola solicita resolução.,solved,high,incident,14,14,463,78,contrato entrega nota_fiscal,917,,,,2025-09-10 00:00:00,2025-09-22 00:00:00,2025-09-13 00:00:00,2025-09-16 00:00:00
1337,Falta de material,Descrição do problema: falta de material. Escola solicita resolução.,pending,high,problem,300,300,446,236,urgente plataforma,,57.032.711/9082-94,,,2025-06-23 00:00:00,2025-06-22 00:00:00,,2025-06-26 00:00:00
1338,Problema de login,Descrição do problema: problema de login. Escola solicita resolução.,new,urgent,problem,92,92,396,146,login,,,,,2022-05-04 00:00:00,2022-06-02 00:00:00,,2022-05-06 00:00:00
1339,Erro no sistema,Descrição do problema: erro no sistema. Escola solicita resolução.,closed,high,task,31,31,386,289,contrato acesso devolução atraso,,,good,,2022-12-29 00:00:00,2023-01-15 00:00:00,2022-12-28 00:00:00,2022-12-30 00:00:00
1340,Problema de login,Descrição do problema: problema de login. Escola solicita resolução.,solved,normal,question,76,76,385,72,urgente devolução erro_sistema pagamento,875,,bad,Demorou muito,2023-12-17 00:00:00,2023-12-25 00:00:00,2023-12-31 00:00:00,2023-12-22 00:00:00
1341,Devolução de material,Descrição do problema: devolução de material. Escola solicita resolução.,solved,high,question,27,27,453,8,material_danificado pagamento login,,,,,2025-01-07 00:00:00,2025-01-07 00:00:00,2025-01-16 00:00:00,2025-01-09 00:00:00
1342,Senha não funciona,Descrição do problema: senha não funciona. Escola solicita resolução.,closed,low,incident,373,373,435,131,pagamento senha troca login,,97.290.643/9232-53,bad,Demorou muito,2025-03-31 00:00:00,2025-04-22 00:00:00,2025-04-09 00:00:00,2025-04-03 00:00:00
1343,Troca de material,Descrição do problema: troca de material. Escola solicita resolução.,solved,normal,question,36,36,474,284,suporte_técnico financeiro devolução,,61.539.767/3848-34,good,,2022-01-09 00:00:00,2022-01-15 00:00:00,2022-01-12 00:00:00,2022-01-13 00:00:00
1344,Pagamento duplicado,Descrição do problema: pagamento duplicado. Escola solicita resolução.,solved,normal,incident,360,360,461,55,pagamento nota_fiscal urgente,,,,,2025-08-10 00:00:00,2025-08-29 00:00:00,2025-08-20 00:00:00,2025-08-16 00:00:00
1345,Erro no sistema,Descrição do problema: erro no sistema. Escola solicita resolução.,closed,normal,incident,193,193,449,234,devolução,,,,,2024-08-17 00:00:00,2024-09-15 00:00:00,2024-08-29 00:00:00,2024-08-23 00:00:00
1346,Acesso à plataforma digital,Descrição do problema: acesso à plataforma digital. Escola solicita resolução.,pending,urgent,task,302,302,477,34,nota_fiscal urgente atraso acesso,,,,,2022-08-15 00:00:00,2022-08-22 00:00:00,,2022-08-15 00:00:00
1347,Cancelamento de pedido,Descrição do problema: cancelamento de pedido. Escola solicita resolução.,pending,low,incident,305,305,425,39,erro_sistema contrato suporte_técnico material_danificado,991,,,,2022-07-23 00:00:00,2022-08-16 00:00:00,,2022-07-24 00:00:00
1348,Erro no sistema,Descrição do problema: erro no sistema. Escola solicita resolução.,closed,urgent,problem,221,221,381,113,financeiro,1004,,,,2024-12-24 00:00:00,2024-12-25 00:00:00,2024-12-24 00:00:00,2024-12-31 00:00:00
1349,Troca de material,Descrição do problema: troca de material. Escola solicita resolução.,new,low,incident,225,225,442,22,troca plataforma,,,,,2024-01-07 00:00:00,2024-01-28 00:00:00,,2024-01-15 00:00:00
1350,Nota fiscal com erro,Descrição do problema: nota fiscal com erro. Escola solicita resolução.,closed,high,problem,73,73,459,201,troca,,,,,2024-08-25 00:00:00,2024-09-02 00:00:00,2024-09-01 00:00:00,2024-08-27 00:00:00
1351,Problema de login,Descrição do problema: problema de login. Escola solicita resolução.,pending,urgent,problem,129,129,462,52,suporte_técnico financeiro,439,5788684913,,,2024-11-16 00:00:00,2024-12-06 00:00:00,,2024-11-19 00:00:00
1352,Material danificado,Descrição do problema: material danificado. Escola solicita resolução.,open,high,question,228,228,423,241,erro_sistema senha boleto atraso,,,,,2023-08-22 00:00:00,2023-08-31 00:00:00,,2023-08-25 00:00:00
1353,Troca de material,Descrição do problema: troca de material. Escola solicita resolução.,pending,normal,question,335,335,431,14,devolução,,,,,2024-06-15 00:00:00,2024-06-30 00:00:00,,2024-06-20 00:00:00
1354,Troca de material,Descrição do problema: troca de material. Escola solicita resolução.,open,urgent,incident,69,69,409,30,urgente plataforma atraso,,,,,2022-06-17 00:00:00,2022-07-05 00:00:00,,2022-06-19 00:00:00
1355,Problema de login,Descrição do problema: problema de login. Escola solicita resolução.,closed,normal,problem,30,30,396,167,financeiro cancelamento pagamento,,,good,,2024-04-08 00:00:00,2024-04-19 00:00:00,2024-04-08 00:00:00,2024-04-14 00:00:00
1356,Boleto não recebido,Descrição do problema: boleto não recebido. Escola solicita resolução.,solved,normal,task,162,162,457,70,entrega digital,98,,good,,2025-02-28 00:00:00,2025-02-28 00:00:00,2025-03-01 00:00:00,2025-02-28 00:00:00
1357,Boleto não recebido,Descrição do problema: boleto não recebido. Escola solicita resolução.,new,normal,incident,195,195,435,7,devolução,,7612782812,,,2022-07-28 00:00:00,2022-08-03 00:00:00,,2022-08-01 00:00:00
1358,Cancelamento de pedido,Descrição do problema: cancelamento de pedido. Escola solicita resolução.,closed,urgent,question,182,182,397,307,suporte_técnico plataforma troca digital,141,,,,2022-06-06 00:00:00,2022-06-16 00:00:00,2022-06-09 00:00:00,2022-06-07 00:00:00
1359,Atraso na entrega,Descrição do problema: atraso na entrega. Escola solicita resolução.,new,low,task,72,72,394,166,troca entrega suporte_técnico,,,,,2024-11-27 00:00:00,2024-12-23 00:00:00,,2024-11-29 00:00:00
1360,Troca de material,Descrição do problema: troca de material. Escola solicita resolução.,pending,normal,incident,50,50,431,255,devolução urgente,1152,,,,2023-10-10 00:00:00,2023-11-06 00:00:00,,2023-10-13 00:00:00
1361,Falta de material,Descrição do problema: falta de material. Escola solicita resolução.,closed,low,incident,76,76,429,72,digital suporte_técnico financeiro,,,,,2022-03-08 00:00:00,2022-04-03 00:00:00,2022-03-12 00:00:00,2022-03-10 00:00:00
1362,Material não recebido,Descrição do problema: material não recebido. Escola solicita resolução.,solved,high,task,74,74,434,172,nota_fiscal senha devolução,734,96.122.534/3854-97,,,2022-07-23 00:00:00,2022-07-24 00:00:00,2022-07-24 00:00:00,2022-07-26 00:00:00
1363,Atraso na entrega,Descrição do problema: atraso na entrega. Escola solicita resolução.,solved,normal,task,233,233,400,134,senha material_danificado,,,,,2022-11-15 00:00:00,2022-12-14 00:00:00,2022-11-27 00:00:00,2022-11-20 00:00:00
1364,Suporte técnico - plataforma,Descrição do problema: suporte técnico - plataforma. Escola solicita resolução.,pending,normal,task,2,2,398,270,material_danificado cancelamento acesso suporte_técnico,,61.426.465/6215-61,,,2024-06-12 00:00:00,2024-06-27 00:00:00,,2024-06-15 00:00:00
1365,Contrato - dúvida,Descrição do problema: contrato - dúvida. Escola solicita resolução.,pending,low,problem,100,100,443,266,cancelamento senha,887,,,,2022-04-12 00:00:00,2022-05-12 00:00:00,,2022-04-14 00:00:00
1366,Nota fiscal com erro,Descrição do problema: nota fiscal com erro. Escola solicita resolução.,pending,low,question,170,170,416,90,cancelamento,1389,,,,2023-08-02 00:00:00,2023-08-22 00:00:00,,2023-08-05 00:00:00
1367,Cancelamento de pedido,Descrição do problema: cancelamento de pedido. Escola solicita resolução.,new,normal,task,103,103,444,90,nota_fiscal,,8183790035,,,2025-12-27 00:00:00,2026-01-19 00:00:00,,2025-12-30 00:00:00
1368,Acesso à plataforma digital,Descrição do problema: acesso à plataforma digital. Escola solicita resolução.,pending,urgent,task,146,146,382,177,atraso,,,,,2022-03-14 00:00:00,2022-03-26 00:00:00,,2022-03-15 00:00:00
1369,Troca de material,Descrição do problema: troca de material. Escola solicita resolução.,closed,normal,problem,186,186,447,,troca entrega financeiro,,,bad,Atendimento ruim,2025-08-20 00:00:00,2025-09-07 00:00:00,2025-09-02 00:00:00,2025-08-24 00:00:00
1370,Boleto não recebido,Descrição do problema: boleto não recebido. Escola solicita resolução.,open,normal,question,6,6,455,95,cancelamento falta_material nota_fiscal,1604,78.951.769/3007-07,,,2022-05-08 00:00:00,2022-06-04 00:00:00,,2022-05-11 00:00:00
1371,Falta de material,Descrição do problema: falta de material. Escola solicita resolução.,pending,normal,problem,358,358,453,294,digital,,,,,2025-03-24 00:00:00,2025-04-11 00:00:00,,2025-03-28 00:00:00
1372,Senha não funciona,Descrição do problema: senha não funciona. Escola solicita resolução.,new,low,question,85,85,405,288,suporte_técnico pagamento,1199,,,,2025-08-14 00:00:00,2025-09-12 00:00:00,,2025-08-20 00:00:00
1373,Material danificado,Descrição do problema: material danificado. Escola solicita resolução.,pending,normal,question,135,135,454,236,digital financeiro boleto troca,,,,,2024-07-05 00:00:00,2024-07-18 00:00:00,,2024-07-08 00:00:00
1374,Troca de material,Descrição do problema: troca de material. Escola solicita resolução.,pending,high,task,283,283,384,256,urgente falta_material financeiro,375,,,,2023-06-01 00:00:00,2023-06-09 00:00:00,,2023-06-03 00:00:00
1375,Suporte técnico - plataforma,Descrição do problema: suporte técnico - plataforma. Escola solicita resolução.,closed,low,incident,219,219,431,251,financeiro entrega falta_material,1188,94.059.106/5640-65,good,,2024-01-31 00:00:00,2024-02-15 00:00:00,2024-02-09 00:00:00,2024-02-02 00:00:00
1376,Troca de material,Descrição do problema: troca de material. Escola solicita resolução.,closed,high,question,352,352,455,285,erro_sistema pagamento material_danificado,,,good,,2022-03-25 00:00:00,2022-04-03 00:00:00,2022-03-25 00:00:00,2022-03-27 00:00:00
1377,Material danificado,Descrição do problema: material danificado. Escola solicita resolução.,closed,normal,question,229,229,417,244,digital atraso pagamento,1480,1180584847,,,2024-03-27 00:00:00,2024-04-15 00:00:00,2024-03-28 00:00:00,2024-03-31 00:00:00
1378,Devolução de material,Descrição do problema: devolução de material. Escola solicita resolução.,open,low,task,248,248,382,266,erro_sistema,,12.214.218/6022-45,,,2023-12-07 00:00:00,2023-12-24 00:00:00,,2023-12-12 00:00:00
1379,Atraso na entrega,Descrição do problema: atraso na entrega. Escola solicita resolução.,solved,normal,problem,235,235,429,302,boleto devolução nota_fiscal troca,,,,,2022-06-16 00:00:00,2022-07-02 00:00:00,2022-06-16 00:00:00,2022-06-22 00:00:00
1380,Pagamento duplicado,Descrição do problema: pagamento duplicado. Escola solicita resolução.,new,high,problem,123,123,386,108,suporte_técnico,806,,,,2022-02-26 00:00:00,2022-03-01 00:00:00,,2022-02-26 00:00:00
1381,Contrato - dúvida,Descrição do problema: contrato - dúvida. Escola solicita resolução.,new,low,incident,284,284,382,152,entrega troca,,6056360569,,,2025-06-16 00:00:00,2025-07-12 00:00:00,,2025-06-21 00:00:00
1382,Problema de login,Descrição do problema: problema de login. Escola solicita resolução.,open,normal,task,277,277,432,1,atraso,,,,,2025-10-19 00:00:00,2025-11-14 00:00:00,,2025-10-23 00:00:00
1383,Boleto não recebido,Descrição do problema: boleto não recebido. Escola solicita resolução.,new,low,question,4,4,465,,plataforma atraso digital financeiro,5,,,,2025-03-02 00:00:00,2025-03-03 00:00:00,,2025-03-07 00:00:00
1384,Acesso à plataforma digital,Descrição do problema: acesso à plataforma digital. Escola solicita resolução.,open,low,task,56,56,413,,cancelamento contrato plataforma troca,76,,,,2023-02-10 00:00:00,2023-03-09 00:00:00,,2023-02-13 00:00:00
1385,Atraso na entrega,Descrição do problema: atraso na entrega. Escola solicita resolução.,closed,low,task,83,83,475,134,cancelamento boleto,,5022922273,,,2023-10-11 00:00:00,2023-10-23 00:00:00,2023-10-19 00:00:00,2023-10-15 00:00:00
